index,prediction
26,"Value Added Tax (VAT) calculator This calculator is easy and comfortable. You to adjust the VAT rate can be calculated.

Short Description: **Calculate VAT with ease.**

Value Added Tax (VAT) calculator This calculator is easy and comfortable. You to adjust the VAT rate can be calculated.

Short Description: **"
27,"Merge Numbers is a fun and addictive 2048 game with realistic wood tile design. 
Don't be shy, we know you can't get enough fun 2048 games! Drop down the numbers, merge them and get to 2048 in Merge Numbers today!"
28,"Maple board game stats helps you to record your board game scores in the form of statistics that are easy to use. Not only to record your scores, but also combine as a Loyalty program at Maple Board Game Cafe.There will be some daily and weekly quests that can be played by the users to get experience points which can"
29,"This application program is released for use in Japan only and is not to be used in any other country.


Short Description: This app is only available in Japan."
30,"Snake is a classic mobile phone game that you can play on your phone. 

Short Description: Play classic Snake on your phone."
31,"ForChildren app connects you to all the free resources, lessons, and discussions on the forchildren.com websites. Download and use your favorite holistic child development materials wherever you go, even offline. Presented by Compassion International.


Short Description: **Access free child development resources anytime, anywhere.**"
32,"Empower is a digital space which encapsulates the complete working and processes of an organisation including SOPs. 

Short Description: Empower your organization with a digital SOP space."
33,"ITC Box 2 by Spain Paranormal. Three ghost boxes in one, all based on reversed speech. Choose any of the three Boxes, two of them or all at the same time if you want more randomness. 

Short Description: **Explore the world of reversed speech with this unique ghost box app.**"
34,"Epicor Proof of Delivery Version 2.0 empowers drivers with the ability to view and map the entire route, confirm deliveries and capture signatures and images in the field.  With seamless integration to Epicor Prophet 21 and Epicor Eclipse, Epicor Proof of Delivery will help to improve customer service, settle disputes"
35,"This app allows you to create shortcuts to quickly access the apps you use most frequently.Features and Benefits•	Elegant and convenient popup window•	Floating drawer•	Material Design UI•	Super fast•	Easy to use

Short Description: **Quickly access your favorite apps with this fast and easy shortcut app.**"
36,"Jamaica is known for its rich culture, the food, the music and the entertainers. How well do you know Jamaican's main attractions? take the quiz and find out. Solve the many levels of the most popular artists including Vybz Kartel, Alkaline and even Shenseea. Play Now Its free

Short"
37,"Choithrams app lets you shop for groceries from the comfort of your home. 

Short Description: Shop for groceries from Choithrams in Dubai."
38,"**App Description HTML:**
Connecting parents and school   Timeline - Find out information about upcoming events and programs.- Experience dynamic media like photos, videos of different programs.Explore- Routine to keep track of class and exam routines.- Assignment Update to view daily assignments .-  Progress Report enables parents to visualize the exact progress of their"
39,"**App Description HTML:**
Thіѕ classic ѕаntа сhrіѕtmаѕ bubblе ѕhооtеr story wіth іnсrеdіblе аdvеnturеѕ wіll accompany уоu whеn Christmas arrives"
40,"Schools can use this mobile app for internal processes such as staff clock in/out, leave application, payslip distribution, request processing, etc. School can also use this app to create and send notifications, messages, check in/out time, homework, attendances, results, bills, events, programs, book borrow"
41,"NCB Mortgage Expert app helps you realize your home buying dream at ease. 

Short Description: NCB Mortgage Expert app helps you buy your dream home."
42,"SpinDeals is a mobile app that operates in Athens and Cyprus and it provides unique offers at cafes, restaurants, shops and services.Just choose the places inside the app and you have the chance to win unique coupons and offers.Then present the coupon to the cashier to redeem it. Simple as that. 

Short Description"
43,"This app is a new video chat application that allows you to make calls to all countries. 

Short Description: Make calls to all countries with this new video chat app. 
 
This app is a new video chat application that allows you to make calls to all countries. 

Short Description: Make international"
44,"Lalitha Sai CLASSROOM is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports and much more- a perfect on- the-go solution for parents to know"
45,"Mission Possible IAS Academy is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports and much more- a perfect on-the-go solution for parents to know about"
46,Short Description: **Control your appliances with the Candy simply-Fi App.**
47,"Short Description: **Unleash your creativity with this vibrant, easy-to-use paint board!**"
48,"This App is a self-learning resource for learning Thai language. 

Short Description: This app is a self-learning resource for learning Thai language."
49,Short Description: Manage your life from your phone with this all-in-one app.
50,Mallard Academy of Delhi is an online platform for managing its coaching institutes. It also comes with an integrated students attendance and student fees management tool on the app. Personalised student analysis and detailed reports on performance can be done on the software and on the app. The latest technology has been integrated in this tuition classes and coaching classroom
51,VIBO ONE APP offers all day service. No need to call 123 while you need to check the remaining balance or top up it ! Check your remaining balance and Remaining Data. More convenient to top up via VIBO ONE app! No need to call 123 anymore! Saving your bill and time
52,"Game Name In This App Satta King Post Jodi kalyan, Kalyan Night, Kalyan Night, Milan Night, Rajdhani Day, Rajdhani Night, Main Ratan, Super Matka, Time Bazar, Tara Mumbai Day, Sridevi, Sridevi Night, Milan Morning,Satta Post Jodi Leak"
53,"GoldDeals+ provides digital access to all your local offers, plus thousands more local and national discounts at the tap of a button. Sign up for FREE access to our entire discount network!

Short Description: **Unlock local deals and national discounts with GoldDeals+** 

This is a great summary of the app description"
54,"This app will help the shuffleboard players keep score at a game of shuffleboard. 
Short Description: Scorekeeper for shuffleboard."
55,"Your portal to all things Insomniac! Check out upcoming events, create your personal schedule, and tune into Insomniac Radio 24/7 for the best EDM mixes under the electric sky!

Short Description: **Get ready for the Insomniac experience!** 

Insomniac is your one"
56,"AliRadar app will help you to check the most helpful information about sellers and products on Ali. 

Short Description: AliRadar helps you make informed decisions on Ali."
57,"Arthur is an award-winning property management software designed to save property managers time and money by streamlining each stage of the tenancy journey. 

Short Description: Arthur helps property managers manage their tenancy journey."
58,"**App Description HTML:**
Manage Your Trip with Ease- Instant Itinerary Access: View your travel plans anytime, anywhere, from any device. Booked through FCM Travel? Your trips sync automatically. Adding trips yourself? No problem—you can manually add and organize them.- Real-Time Travel Alerts: Get essential notifications"
59,"What is Glitch (Zalgo) Text?
You might have seen this corr̟̔u̦̓̈́ͅp̩̿͟͠ted kind of text used on social media, such as Facebook or Twitter. This kind of text is often referred to as ""Zalgo"", ""glitch"", or ""corrupted"
60,Short Description: A fun and challenging game where you stack cats to reach the moon!
61,This is a RYA based community. This is the Official app for RYA (Chennai) members to connect with each other. Features: - 1. Contacts: Contact details of all the members of the RYA (Chennai) community. 2. Directors: Get to know the committee members for the current term
62,"Safe Rentals: Rent any type of vehicle.

Short Description: Rent any type of vehicle, from a bicycle to a helicopter."
63,"3d fire edges wallpapers features Amazing live wallpaper to personalize your phone.Animated backgrounds with 3d flames effect , fire borders and burning screen. 3d fire edges theme on your home screen or lock screen. 

Short Description: **Immerse yourself in a fiery world with this 3D fire edges wallpaper"
64,"Gangster Game is a thrilling action game where you can become a gangster. 
You can choose your own path and become a powerful criminal. 
Play now and experience the world of crime!

Short Description: Play the Gangster Game and become a powerful criminal."
65,"**App Description:**

Introducing the new Telldus Flow appSimplified login process using one-time passwords* (OTP)Control locally all your Smartline Flow devices without any hub or gatewayControl both Smartline Flow** & your existing 433/Z-wave devices remotelyEasy to use Automation cards for home"
66,"Merit partners with verified organizations to keep all of your valuable personal and professional achievements (known as merits) in one place. With Merit, your credentials are now represented by digital records that are authenticated, scannable, shareable, and free.

Short Description: **Merit: Your free, verified credentials app.**"
67,"Wire Project: Shop for electronics, home, and car accessories online in Kuwait.

Short Description: Shop for electronics, home, and car accessories online in Kuwait."
68,Boo! is a spooky puzzle game for you! To solve the puzzles you have to dip the pumpkin in the different paints and wear attributes to mask certain parts of the the pumpkin.The puzzles start easy but it gets more difficult!Can you make the correct pumpkin in 42 Halloween themed levels?Complete all the levels
69,"Thermometer Room Temperature Meter - Checker (Inside, Outside) in Celsius, Fahrenheit. Measure temperature unit type Celsius (°C) and Fahrenheit(°F).Measure indoor House temperature meter  and humidity based on your location. Key Features of our digital thermometer app:1. Measure indoor Temperature in Celsius2. House Temperature checker"
70,"**App Description:** Use your skills to control your ball and battle enemy balls to be the only one left on the platform by crashing them with your ball and knock them out of the platform.Simple to understand and easy to play. Only one finger is needed to control.

**Short Description:**  Control your ball and"
71,"""Rollo Rush"" is an adrenaline-pumping game that will keep you on the edge of your seat as you navigate rollos through a vibrant world. With its fast-paced tempo, you'll need split-second decisions and lightning-quick reflexes. How far can you go?

Short Description:"
72,"**App Description HTML:**
Control a ball by avoiding hazards while moving along the FairwayWith ramps, slopes and side-grounds at your aid, you’re able to strategize ways in which you can reach the end of the level whilst avoiding collision with any laid-out obstacles. -- --Similar to the game"
73,"The app description you provided is:

The main features of this app include the following:AUDIO SERMONSListen to over 1,800 sermons by Dr. David Oyedepo. ADD TO FAVORITEUse the provided round checkboxes to add your favorite audio sermons to your favorite list.AUDIO BOOKSListen to audio"
74,"Year 2088 Classic is a cyberpunk adventure where you can drive flying cars and fight AI robots in a 3D open world. 

Short Description: Experience the cyberpunk craze of 2088 in this 3D open world adventure."
75,"Guide for cafe bazaar is one of the oldest and most well-known Android Market tips in Iran, guide for Bazaar which has gained popularity among Persian and Persian users.Guide for cafe bazaar with a wide range of Android software and games and their updates has made it a special place among the Android Bazaar tips apps in Iran,"
76,"SnapMediaApp - Earn money and get paid selling short video clips. You Record It, We Sell It, You Get Paid - It's That Easy. Sign up and earn money now!

Short Description: SnapMediaApp makes it easy to sell your short video clips and earn money."
77,"NFL Fan and Dofu Fan? Watch all NFL games live and free!

Short Description: This app is for NFL fans and Dofu fans. Watch all NFL games live and free."
78,"**App Description HTML:**
There are many homes out there. Let's find the one that's perfect for you.use your phone to search and Use your smartphone to search and find rent property, home, apartment, house, condo, office, room and townhouse for rent nearby you.-Free to post item"
79,Short Description: **Stay connected with your preschooler's early learning journey with Learning Genie.**
80,"Short Description: **Learn everything about your Forest River RV, Cargo Trailer, or Pontoon.** 

This is a great app for owners of Forest River products."
81,"**App Description HTML:**
Maximize Your Bike Performance.With the smartphone app, you can easily update firmware and customize electric shifting in addition to the e-bike assist power program.-Maximize the trail ride with customized settings in your own image.-AUTO SHIFT not requiring any gear shifting operation is comfortable. But to make the shift"
82,"Financial and Real Estate professionals can use Rocket Pro to offer Rocket Mortgage® home loan options to their clients. The Rocket Pro technology puts you in control for each client’s home loan process like never before with visibility throughout the entire mortgage process. 

Short Description: Rocket Pro puts you in control of your clients' home"
83,"Story of this game: <your summary>

Short Description: Escape from the Fantasy Hut! 
Story of this game:  You went to a beautiful Fantasy Hut on a fine evening, but got lost and trapped inside. Use your skills to collect items and escape!


Escape from the Fantasy Hut!"
84,"EeeZee English is a mobile application designed to teach spoken English for Malayalam speaking natives with a unique video-based pedagogy. 

Short Description: Learn spoken English with a unique video-based approach."
85,"BLACK App Super App is the go-to Super App to manage your XOX account, shop online & earn exclusive rewards! It’s everything on your fingertips.

Short Description: Manage your XOX account, shop online, and earn rewards with BLACK App Super App."
86,"**App Description HTML:**
We are a Virtual Mobile Operator (OMV) based in the the UK with global coverage and low cost. All incoming calls and SMS are free in any country in the world. Always carry your global mobile communications at your hands. Schedule your trips and Geepy Mobile will do everything for you"
87,"WXOW News 19 is La Crosse's Own. We are your local source for news that's important to you. The WXOW news app provides live streaming video, breaking news, and detailed, up-to-the-minute weather forecasts to help you plan your activities. With your approval, our"
88,"***

Short Description: Watch IPTV on your mobile or TV."
89,"limber connects you with the best hospitality workers in your area. The app allows you to browse CVs with a difference – all containing ratings from other local businesses.  On limber, you can cover shifts, staff events or find your next permanent hire. In Bristol alone, there are 2000 workers"
90,"Short Description: Stay up-to-date with news, activities, and opportunities for students at the University of Plymouth."
91,"**App Description:** Dive into a neon world to avoid obstacles, platforms and reach the last level for an epic boss battle! Additionally challenge yourself to get high score in Endless mode!

**Short Description:**  Neon world adventure with boss battles and endless mode."
92,SINGH TUTORIALS is an online platform for managing its coaching institutes. It also comes with an integrated students attendance and student fees management tool on the app. Personalised student analysis and detailed reports on performance can be done on the software and on the app. The latest technology has been integrated in this tuition classes and coaching classroom
93,"Edinburgh Leisure app gives you instant access to your local centres, fitness classes, and more. 

Short Description: Edinburgh Leisure app for your local fitness and leisure centres."
94,"The Riage-X3 mobile apk is a world changing interface that allows you to connect wirelessly to your Riage-X3 massage chair. Not only will you be able to control your massage you will be able to listen to your music through Bluetooth as well. 

Short Description: Control your Riage-"
95,"Dealer Network Automation System (DNA) is software that equips channel partners with a suite of powerful tools. Get real-time insights, Enables secondary sales,  provide complete finance & administration visibility of sales & invoicing , and turn data into profitable growth, all on a single platform built especially for J K White dealerships."
96,"Road Draw: Climb Your Own Hills is a physics-based hill racing game where you climb your own roads and race against the clock. 

Short Description: Climb your own roads and race to the top!"
97,"Air Attack - War Shooting Game is an arcade shooter game in which you fight the enemies in air, land, and sea. Fly a plane/Helicopter, drive an Armored car/rocket launcher and fight with a destroyer/Battlecruiser ship in this multiple modes arcade shooter game.Fight your way through dozens of enemies including"
98,"Short Description: **Train smarter, achieve more with TrainerPlan.**"
99,"Bellevue University app is your official campus companion. Access news, events, and more. Stay organized with your classes and assignments. 

Short Description: Bellevue University app is your official campus companion."
100,"SwipeSimple lets you take credit card payments on the go. 

Short Description: SwipeSimple lets you take credit card payments on the go."
101,"Forfend Security app description: <your summary>

Short Description: Forfend Security app brings safety and convenience to your life.

Forfend Security app description: Forfend Security is dedicated to making your life safer, easier and smarter. After several years of work, they have developed various products that"
102,"**App Description:**
<p>Score sheet for the dice game Qwixx.</p>

**Short Description:**
Qwixx score sheet for your Qwixx game."
103,"Internet speed test app that's fast, easy to use, and lightweight. 

Short Description: Fast internet speed test app for Android."
104,"Lyca Mobile app: Manage your account on the go. 

Short Description: Manage your Lyca Mobile account from your phone."
105,"Aloha Living brings the most accurate and up-to-date real estate information right to your phone! Powered by Hawaii Information Service, you have access to all homes for sale and MLS listings on Kauai and Hawaii Island area.Use Aloha Living anytime, anywhere to pull up homes for sale around you using the GPS search, or"
106,"Smart IV is a free companion app that integrates with your GO game seamlessly. Scanning your screen while you play, Smart IV shows hidden info and stats about your monsters. 

Short Description: Smart IV: Your GO game companion for IV, PvP, and more. 

Smart IV is a free companion app that integrates"
107,"**App Description:** You must run away from the capybar for five minutes, after which you will get to the best room on earth. If you get caught, the capybara will bite you!

**Short Description:** Escape the capybara for a room of dreams."
108,"For The Donaldson Group residents! Manage tasks, communication, and property information conveniently on your phone. 

Short Description: Manage tasks, communication, and property info on your phone."
109,"<br>
App Description: <your app description>

<br>

Short Description: This app is a simple stopwatch that is easy to use.
<br>
App Description: This app is a simple stopwatch that is easy to use. It is a very basic stopwatch that does not have any fancy"
110,"**App Description HTML:**
Every Friday night, when you always have a big dream about a fantastic Funkin music battle, come find us in FNF Rap Battle Funkin Beat Mod! Let us fulfill your dream with this fantastic music game. Try your best to beat enemies in the rap battle and unlock all amazing F"
111,Crowd Forest.io is an online multiplayer battle royale where you collect food supplies and fight with your opponents to become the last herd standing!Gather animals on your way to build a massive herd. Eat as much meat as you can and run away from powerful enemies until you have enough strength to beat them! Lead your herds through
112,"This application is designed to allow field engineers and technical people to quickly design their Hutchinson Poly V® belt from their smartphone. This approach is only valid for electrical engines.This is an easy first approach to make the calculation to configure your Hutchinson Poly V® belt for electrical engines.Hutchinson belt drive systems, the inventor of"
113,"This App is very useful to you if you require to forward your calls to other numbers. Instead of going to settings and taking headache of accessing call forwarding system, use our application and In one click you all call will be forwarded to target number.You just need to put the the required number in the text-box and"
114,"**App Description HTML:**
Welcome to our gun simulator gameOur game allows you to experience the shotgun sounds in a realistic and immersive environment. Choose from a variety of weapons, including handguns, rifles, and shotguns, and test your skills on the virtual range.With intuitive controls and realistic gunshot mechanics, our game offers"
115,"It's time to duel. Accept the challenge, draw your gun and become the fastest gunfighter in the wild west. Test your blood and courage in gun duels and gunfight battles. Choose your favorite cowboy and weapon and play fast duels, shootout war and eliminate the enemy gang. Play zombie survival mode or train shooting"
116,"**App Description HTML:**
Register to play sport, create a team chat, view game schedules, Draws, Ladders, and real-time live score updates and player statistics. The App seamlessly integrates with The Squad Match Day platform to capture, update and report on game scores, player attendance, player borrowing, and Referee"
117,"Current Features: <your app description>

Short Description: Manheim's app for licensed dealers, offering a streamlined buying experience.
Current Features: This app is for Manheim customers with an existing username and password. It includes a digital runlist, Vin Scan, national simulcast, recommended vehicles, and more"
118,**App Description:** Welcome to the amazing and fun fighting game for free. Be ready to become the one punch man in the street of rage where you have to become a good street fighter to beat up all the enemy city fighters.Let's join punching games and finish all the fight quest and punch quest. Let'
119,"iReader is a simple and beautiful book reader that you can use to read books on the go. This books reader scans all your local stored books, ebooks epubs and list them in a list with book covers so you can find the epubs you want fast.


Short Description: iReader is a simple and beautiful"
120,"QIAN DING -- Remote view for 24 hours in Mobile APP.         With concise and fashion GUI, support multiple and real-time preview, QR scan, PTZ control, video capture, recording backup. More functions are waiting for you. 

Short Description: **QIAN DING offers 2"
121,"Read about anomalous and mysterious events, locations and beings from the SCP Foundation. Secure, Contain, Protect.

Short Description: Explore the world of SCPs."
122,"Franklin, Tennessee, is a Southern gem with a rich history and a vibrant culture. Explore attractions, restaurants, and events with this app. 

Short Description: Franklin, Tennessee, app for exploring the best of the South."
123,Sixth Sense Money is a digital investment platform in Mutual Funds that provides you with artificial intelligence-based financial recommendations and suggests optimum portfolio allocation. Our application comes with advanced features that allow you to manage investments from the comfort of your home.Sixth Sense Money keeps you aware of funds invested in the market and gives you the freedom to
124,"FXpesa Trader is your gateway to the global financial markets. This application grants you easy online access to your trading account from your mobile phone, so you will not miss out on any trading opportunities. In addition to its main function as a trading platform, FXpesa Trader allows you to manage your account efficiently including depositing and withdrawing"
125,"Smart trading around the world. Share trading anytime, anywhere! POEMS Mobile helps you keep an eye on the market so that you will not miss any trading opportunity wherever you are. 

Short Description: Stay on top of your trades with POEMS Mobile."
126,"The SWEAT! Gym App has been designed with a slick functionality for class bookings which includes a 'My Favourites' section that enables you to see a list of your preferred classes instantly!Mywellness is available from within the App, ensuring you have everything you need for motivation and guidance, to assist you in achieving your"
127,"Eleven is an auto detailing application that serves car washing at your doorstep with eco-friendly materials and without the use of water. 

Short Description: Eleven washes your car at your doorstep with eco-friendly materials and no water."
128,"Medal helps you share and watch epic gaming moments. 
SHARE FROM PC•    Each highlight gets a unique shareable link•    Share clips directly to iMessage, Twitter, WhatsApp, Messenger, etc.•    Share clips in group chat•    Manage your chats with tools like mods, kicking, banning, and more"
129,"Media Player App For Android TV, Android Phone, and Android Tab. Easy to use App. Fully Customizable and Brandable for OTT Service Providers.XCIPTV PLAYER comes with two built-in Media Players with Adaptive HLS Streaming. No 3rd party apps or players are required. Simple UI design for easy navigation"
130,"This app is a powerful tool for vehicle diagnostics and logging. It supports various OBD adapters and allows you to execute complex tasks. 

Short Description: This app is a powerful tool for vehicle diagnostics and logging."
131,"This app is a free Android application designed for researchers in humanities and social sciences to learn quantitative research methods and statistical analysis. It includes an algorithm for identifying appropriate statistics, basic descriptive and inferential statistics, scale construction guidelines, and academic writing guidelines based on APA. 

Short Description: Learn quantitative research methods and statistical analysis"
132,"Poqe video chat app is a private live video chat app that allows you to connect with millions of new people around the world. 

Short Description: Connect with new people through private live video chats."
133,"B107.3 KBBK's OFFICIAL radio app lets you listen to your favorite station anytime, anywhere. 

Short Description: Listen to B107.3 KBBK on the go."
134,"Racemap broadcasts your sports event real-time to the Internet and smartphones. For spectators, athletes and event organizers.Easy GPS Tracking for sports events with your smartphone - family, friends and fans keep track to your race from everywhere and the live stream shows an overview over the competition. After the sports event you can replay the"
135,"Ashab is a multi-person real-time group voice chat application. Here, we have users from all over the the world who have created chat rooms with different topics. You can meet new like-minded friends here, chat with them, and enjoy the party!We have the following functions:You can conduct high"
136,Short Description: Control your TV decoders with your phone!
137,"KS BANK Business is a mobile app for legal entities and entrepreneurs with a checking account at JSC-IB ""KS BANK"". 

Short Description: KS BANK Business app for legal entities and entrepreneurs."
138,"Itel Launcher is a faster and lighter app launcher with a variety of features, including trending news, games, and music. 
 
Short Description: Itel Launcher: Fast, light, and full of fun."
139,"Seeds for the Soul Daily Devotion: A daily devotional app for Bible study and prayer.

Short Description: Seeds for the Soul Daily Devotion provides daily Bible study and prayer resources."
140,Short Description: Control your iRV Audio multizone speaker system with ease.
141,"NIGHT OUT (TIME TO STUDY) is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports and much more- a perfect on- the- go solution for parents"
142,"Bangla keyboard app will allows you to type Your message, Status, Tweet, E-mails etc. in Bangla language. we also gives you superb eye catching themes from Bangla Keyboard.Now enjoy each and every taps on your figures with colourful backgrounds & 100’s of emojis.Extra Features:"
143,"The annex contains a description of the libraries. 

Short Description: Learn about the libraries in this app."
144,"Short Description: Trade stocks, options, futures, and more on the go with Mexem Global Trading's mobile app."
145,"CARFAX – Shop New & Used app. 

Short Description: Find your next car with CARFAX."
146,"New strange minimalistic indie horror quest adventure game with atmospheric dark mood, mystic storyline and pixel art.Are you brave enough to check that strange sounds?Are you ready to face monster?What if monster is you?


Short Description: **Face your fears in this eerie pixel art adventure.**"
147,"EnGenius Cloud To-Go is an app used for managing and monitoring your network devices and connected clients. The app is perfect for when you need to manage multiple sites remotely, which will be a great help to register devices and inventory management by scanning QR-code and assign to different sites. An installer can unbox the"
148,"500 Suguru puzzles to solve in any order. Start small and get progressively harder. Enjoy the innovative number entry method and helpful features like undo/redo and progress check buttons.


Short Description: 500 Suguru puzzles to solve in any order."
149,"Oto Navi is an app for listening to audio material provided with books published by The Japan Times Publishing, Ltd. 

Short Description: Listen to audio books from The Japan Times Publishing, Ltd. on your smartphone or tablet."
150,"This calculator is simple and nicely designed for Android devices. It's easy to use and has a basic arithmetic calculator, percentage calculation, and a memory function. 

Short Description: This calculator is simple and easy to use."
151,"News has never been more local than in the palm of your hand. The YourErie 2Go mobile app brings you all the top stories from our daily broadcasts, as well as stories developing in real time.

Short Description: Get local Erie, PA news, weather, sports, and more on the go."
152,"**App Description HTML:**
Don´t miss what happens around you when you are using your headphones or earphones. With ambient sound you can easily hear just clicking a button, setting the volume and leaving the app running in the background. It is helpfull for example when you are listening music and walking on the street,"
153,"The Paychex Oasis® Time Kiosk app enables Paychex Oasis clients to turn an iPad® into a working time clock for their employees to record their time and perform other self-service options. Employees can quickly punch in/out, punch for lunches and breaks, and perform job transfers, even when the device"
154,"Raising Cane's Arcade app serves up fun every bit as craveable as their chicken fingers! 

Short Description:  Get ready for fun at Raising Cane's Arcade!"
155,"Stellium app is your Personal Assistant, Astrology Psychic and Life Coach in one package. Find out what to expect from your future in your personalized Daily Astro Reading. Look for your soulmate with Zodiac Compatibility, read personalized Daily Tips and Insights, improve your mental health by taking one of our Self-Develoging Courses"
156,"Kingfisher Adventure is an arcade game that has a lot of new and exciting challenges. You can also be a part of this adventure by joining with the Kingfisher. Avoid obstacles, Show your skills and reflex, Collect new items to unlock new attributes and increase the excitements.

Short Description: **Join the Kingfisher on an"
157,"This application provides many features of the EnterpriseOne client. It is targeting to mobile sellers. 

Short Description: EnterpriseOne mobile app for mobile sellers."
158,"Poptropica is an adventure game where you can complete quests, customize your character, and hang out with friends. 
Short Description: Join the adventures of Poptropica!"
159,Short Description: **Access your APS information on the go.**
160,"JAGDALE COACHING CLASSES is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports and much more- a perfect on- the-go solution for parents"
161,"Gospel Broadcasting Network (GBN) app brings you a variety of content to enjoy on the go. Share your favorite content with friends via social media. 

Short Description: GBN app for mobile devices."
162,"LibraDragon is an innovative blockchain game that combines advanced blockchain technology with traditional mobile game resources. 

Short Description: LibraDragon is a blockchain game that uses blockchain to tokenize the game and create a new concept called POP (Proof of Playing)."
163,"KimAhAra is an online grocery delivery app that offers a comfortable and friendly user experience for ordering food. Download it on your mobile and tablets.


Short Description: KimAhAra is an online grocery delivery app."
