name,type,star_rating,comment_count,az_metadata_date,description_html,description_short,package_name,highest_version_string,highest_version_code,description_short_length,description_html_length,star_range,description_html_clean,ROUGE-1_short_vs_html,ROUGE-2_short_vs_html,ROUGE-L_short_vs_html,cosine_short_vs_html,bart-base_pred
co.lynde.hkwzk,{},4.72,81,2023-09-05 19:03:52.925328,"Srinu&#39;s EnglishChamps is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports and much more- a perfect on- the- go solution for parents to know about their wards’ class details. It’s a great amalgamation of simple user interface design and exciting features; greatly loved by students, parents, and tutors.",Connect with Srinu's EnglishChamps in an efficient and transparent manner,co.lynde.hkwzk,1.4.77.3,58,73,516,4-5,"Srinu's EnglishChamps is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports and much more- a perfect on- the- go solution for parents to know about their wards’ class details. It’s a great amalgamation of simple user interface design and exciting features; greatly loved by students, parents, and tutors.",0.2222222222222222,0.1136363636363636,0.1777777777777777,0.65491176,"Srinu's EnglishChamps is an online platform for managing data associated with its tutoring classes in the most efficient and transparent manner. It is a user-friendly app with amazing features like online attendance, fees management, homework submission, detailed performance reports and much more- a perfect on- the- go"
udroidsa.belikebro,{},4.5227275,25,2024-09-08 11:52:43.413170,Be Like Bro is a fictional character. This app gives you funny memes made of this character.<br><br>Features:<br>- Pro Feature: Make your own Be Like Bro Memes from templates and remove ads<br>- Daily updated memes<br>- Share/Email Memes<br>- Download and Saves memes to your Phone<br>- Set notifications for Be Like Bro joke of the day<br><br>Enjoy &quot;Be Like Bro&quot; jokes and share the fun with others,Be Like Bro Jokes at your finger tips!,udroidsa.belikebro,4.8,40,38,409,4-5,"Be Like Bro is a fictional character. This app gives you funny memes made of this character.Features:- Pro Feature: Make your own Be Like Bro Memes from templates and remove ads- Daily updated memes- Share/Email Memes- Download and Saves memes to your Phone- Set notifications for Be Like Bro joke of the dayEnjoy ""Be Like Bro"" jokes and share the fun with others",0.136986301369863,0.0845070422535211,0.1095890410958904,0.4026814,Be Like Bro is a fictional character. This app gives you funny memes made of this character.Features:- Pro Feature: Make your own Be Like Bro Memes from templates and remove ads- Daily updated memes- Share/Email Memes- Download and Saves memes to your Phone- Set notifications for Be Like
eu.blebox.wBox,{},3.6,2,2025-04-17 00:12:38.407388,"Control your home automation system using the wBox app and µPortal.<br><br>Using wBox devices you can control appliances in your home, garden, office or even a car with smartphone or tablet from anywhere in the World.<br><br>Visit www.blebox.eu for more details.",Smart home in your pocket,eu.blebox.wBox,7.27.0,2025040206,25,262,3-4,"Control your home automation system using the wBox app and µPortal.Using wBox devices you can control appliances in your home, garden, office or even a car with smartphone or tablet from anywhere in the World.Visit www.blebox.eu for more details.",0.125,0.0434782608695652,0.125,0.40713137,"Control your home automation system using the wBox app and µPortal.Using wBox devices you can control appliances in your home, garden, office or even a car with smartphone or tablet from anywhere in the World.Visit www.blebox.eu for more details."
uk.co.robinhoodnetwork,{},3.99,104,2021-01-19 16:46:54.307938,"The Robin Hood Network is a partnership offering easy, accessible, smart travel across a network of bus, tram and train operators. The new Robin Hood app has everything you need to help you get around Nottingham. <br> <br>Browse and tap on bus stops to explore upcoming departures, or check out the routes from a stop to see where you could travel next. Quickly save your favourite stops, timetables and regular journeys too.<br> <br>Use our multi-modal journey planner to plan your trip throughout the Robin Hood Network. With complete timetables too, you can see times for every route at a glance.<br> <br>You can send us your feedback via the app.",The new Robin Hood app has everything you need to get around Nottingham.,uk.co.robinhoodnetwork,33.3,6076,72,650,3-4,"The Robin Hood Network is a partnership offering easy, accessible, smart travel across a network of bus, tram and train operators. The new Robin Hood app has everything you need to help you get around Nottingham.  Browse and tap on bus stops to explore upcoming departures, or check out the routes from a stop to see where you could travel next. Quickly save your favourite stops, timetables and regular journeys too. Use our multi-modal journey planner to plan your trip throughout the Robin Hood Network. With complete timetables too, you can see times for every route at a glance. You can send us your feedback via the app.",0.2131147540983606,0.1833333333333333,0.2131147540983606,0.79215276,"The Robin Hood Network is a partnership offering easy, accessible, smart travel across a network of bus, tram and train operators. The new Robin Hood app has everything you need to help you get around Nottingham. Browse and tap on bus stops to explore upcoming departures, or check out the routes from a stop to see"
com.mnsuser,{},2.5,6,2020-07-14 03:20:47.304165,Listen to Marathi Natya Sangeet from anywhere and anytime. Browse through rich catalog of Singers and Natak or play in Radio mode.,Naandi - Marathi Natya Sangeet,com.mnsuser,2.1,3,30,130,2-3,Listen to Marathi Natya Sangeet from anywhere and anytime. Browse through rich catalog of Singers and Natak or play in Radio mode.,0.2307692307692307,0.1666666666666666,0.2307692307692307,0.7032212,Listen to Marathi Natya Sangeet from anywhere and anytime. Browse through rich catalog of Singers and Natak or play in Radio mode.
us.mathlab.android.frac,{},4.3271027,457,2024-08-07 18:47:54.267405,"Fraction calculator with step-by-step operations and algebra. Shows results as you type. Use space to enter mixed fractions. Graphical display of expressions with history.<br><br>FRACTION CALCULATOR<br>* Step-by-step operations (option to turn off)<br>* Arithmetic operations (+,-,*,/,÷), hold / to enter ÷<br>* Powers of fractions<br>* Fractions simplification<br>* Fractions with complex numbers<br>* Decimal to fraction conversion and back<br>* Symbolical fractions and operations<br>* Integer roots simplification<br>* Pinch to zoom<br><br>ALGEBRA<br>* Linear equations x+1=2 -&gt; x=1<br>* Quadratic equations x^2-1=0 -&gt; x=-1,1<br>* Approximate roots of higher polynomials<br>* Systems of linear equations, write one equation per line, x1+x2=1, x1-x2=2<br>* Polynomial long division<br>* Polynomial expansion, factoring<br>* Solving inequalities with one variable, double tap ( and ) to enter less and greater signs<br>* Linear and polynomial inequalities, x^3-4&gt;4<br>* Inequalities with absolute values, abs(2x+3)&lt;=5<br>* Compound inequalities, 1* Rational inequalities, (x+3)/(x-1)&lt;=0",Fraction calculator with step-by-step operations and algebra.,us.mathlab.android.frac,2024.07.54,54,61,1103,4-5,"Fraction calculator with step-by-step operations and algebra. Shows results as you type. Use space to enter mixed fractions. Graphical display of expressions with history.FRACTION CALCULATOR* Step-by-step operations (option to turn off)* Arithmetic operations (+,-,*,/,÷), hold / to enter ÷* Powers of fractions* Fractions simplification* Fractions with complex numbers* Decimal to fraction conversion and back* Symbolical fractions and operations* Integer roots simplification* Pinch to zoomALGEBRA* Linear equations x+1=2 -> x=1* Quadratic equations x^2-1=0 -> x=-1,1* Approximate roots of higher polynomials* Systems of linear equations, write one equation per line, x1+x2=1, x1-x2=2* Polynomial long division* Polynomial expansion, factoring* Solving inequalities with one variable, double tap ( and ) to enter less and greater signs* Linear and polynomial inequalities, x^3-4>4* Inequalities with absolute values, abs(2x+3)<=5* Compound inequalities, 1* Rational inequalities, (x+3)/(x-1)<=0",0.1146496815286624,0.1032258064516128,0.1146496815286624,0.61327434,"Fraction calculator with step-by-step operations and algebra. Graphical display of expressions with history. Shows results as you type. Use space to enter mixed fractions.FRACTION CALCULATOR* Step-by -step operations (option to turn off)* Arithmetic operations (+,-,*,/,�"
com.pushpress.memberportal,{},3.0503597,518,2025-05-22 02:08:38.363232,"For gym members to reserve their place in a class, sign up for gym events, purchase product pre-orders and general account management like updating headshots and credit card on file.",For gym members to reserve their place in a class and account management.,com.pushpress.memberportal,3.26.7,1744221430,73,182,3-4,"For gym members to reserve their place in a class, sign up for gym events, purchase product pre-orders and general account management like updating headshots and credit card on file.",0.5909090909090909,0.4761904761904761,0.5909090909090909,0.7850547,"For gym members to reserve their place in a class, sign up for gym events, purchase product pre-orders and general account management like updating headshots and credit card on file."
com.ivandigital.nuclearsiren,{},4.928571,7,2025-02-24 16:02:35.162662,This app lets you simulate the sound of a nuclear siren with a seamless loop.,A nuclear siren in your pocket.,com.ivandigital.nuclearsiren,2.9.1,24,31,77,4-5,This app lets you simulate the sound of a nuclear siren with a seamless loop.,0.2857142857142857,0.2105263157894736,0.2857142857142857,0.5539322,This app lets you simulate the sound of a nuclear siren with a seamless loop.
com.wallpapers_hd_2019.Eminem_Wallpapers,{},3.4313726,28,2020-09-22 23:00:48.430747,"Eminem Wallpapers HD 2020<br><br><br>NOTE: This is an Unofficial App. All trademarks and copyright protected to the respective owners. Content compiled from various internet sources.<br><br>DISCLAIMER: All copyright and trademarks are owned by their respective owners. The images in this application are collected from around the web, if we are in breach of copyright, please let us know and it will be removed as soon as possible.",Eminem Wallpapers HD 2020 For fan. Best Images Collection.,com.wallpapers_hd_2019.Eminem_Wallpapers,1.3,3,58,431,3-4,"Eminem Wallpapers HD 2020NOTE: This is an Unofficial App. All trademarks and copyright protected to the respective owners. Content compiled from various internet sources.DISCLAIMER: All copyright and trademarks are owned by their respective owners. The images in this application are collected from around the web, if we are in breach of copyright, please let us know and it will be removed as soon as possible.",0.1333333333333333,0.0547945205479452,0.1333333333333333,0.79241705,"Eminem Wallpapers HD 2020NOTE: This is an Unofficial App. Content compiled from various internet sources.DISCLAIMER: All copyright and trademarks are owned by their respective owners. The images in this application are collected from around the web, if we are in breach of copyright, please let us know"
com.chihuahua.babyescape,GAME,4.0,0,2025-04-14 22:42:11.673057,"Hide From Daddy: Little Escape is a simple fun game, In this baby escape game you will enjoy the fun of a little &quot;Funny&quot; baby.<br><br>HOW TO PLAY <br>- Move the baby with the joystick and avoid the parents to avoid being caught<br>- Feed the Baby if necessary to get boosters<br>- Hide behind the tables to get to the objective.<br><br>GAME FEATURE <br>- Never get bored with endless level<br>- Explore multiple playrooms in the house<br>- Unlock various characters and trail effects<br>- Animation graphics with cool colors<br><br>FIND FUN TIME with our <b> Hide From Daddy: Little Escape </b>!!","Help little boy escape from getting caught, remember to avoid obstacles",com.chihuahua.babyescape,1.0.35.1,35,71,606,3-4,"Hide From Daddy: Little Escape is a simple fun game, In this baby escape game you will enjoy the fun of a little ""Funny"" baby.HOW TO PLAY - Move the baby with the joystick and avoid the parents to avoid being caught- Feed the Baby if necessary to get boosters- Hide behind the tables to get to the objective.GAME FEATURE - Never get bored with endless level- Explore multiple playrooms in the house- Unlock various characters and trail effects- Animation graphics with cool colorsFIND FUN TIME with our  Hide From Daddy: Little Escape !!",0.1346153846153846,0.0196078431372549,0.0769230769230769,0.51530325,"Hide From Daddy: Little Escape is a simple fun game, In this baby escape game you will enjoy the fun of a little ""Funny"" baby.HOW TO PLAY - Move the baby with the joystick and avoid the parents to avoid being caught- Feed the Baby if necessary to get boosters- Hide behind the"
com.infotjenester.hressurs,{},2.8,0,2024-08-04 19:35:21.049852,"Inspire, manage and evolve your workforce with us.<br><br>The Simployer Group offers market leading insight &amp; decision support, education, and HRM software solutions.<br><br>Expertise and the tools you need - from one provider<br>We offer a complete solution for your employees through decision management, HR software, support and education. With Simployer, you will always have the latest information at your fingertips - whether it&#39;s about current laws and legislation, rules or challenges regarding management, salary or accounting.",Our complete suite of HRM software will let you manage and evolve your employees,com.infotjenester.hressurs,3.1.9,3191054,80,544,2-3,"Inspire, manage and evolve your workforce with us.The Simployer Group offers market leading insight & decision support, education, and HRM software solutions.Expertise and the tools you need - from one providerWe offer a complete solution for your employees through decision management, HR software, support and education. With Simployer, you will always have the latest information at your fingertips - whether it's about current laws and legislation, rules or challenges regarding management, salary or accounting.",0.2272727272727272,0.1162790697674418,0.1363636363636363,0.48786545,"Expertise and the tools you need - from one providerWe offer a complete solution for your employees through decision management, HR software, support and education. With Simployer, you will always have the latest information at your fingertips - whether it's about current laws and legislation, rules or challenges regarding management,"
com.v2s.v2s_dynamic.rental,{},4.3333335,3,2020-06-26 03:08:43.783566,"V2S Infosystem is a global IT consulting and software services company, our key focus is to transform clients business ideas to reality. We tend to convey top quality service in The Indian subcontinent, America and Europe. Our hundred plus associates will be our most important possession which allows us to make sure to separate ourselves in a competitive sector. We are headquartered in New Delhi and have an operational centre in Noida, Uttar Pradesh.<br><br>V2S Infosystem is specialized in B2B and B2C business opportunity to start your own Online Mobile Recharge Portal.You will directly manage recharges for prepaid and post-paid mobile, DTH and Data Card Bill Payments. Mobile Recharge Software, E-Commerce Software, Travel Portal, Real Estate Portal, CRM software and Mobile Recharge API. Company uses different languages such as PHP, ASP.Net, Java, and Open Source Word Press, Joomla development.",V2S Infosystem is a global IT consulting and software services company.,com.v2s.v2s_dynamic.rental,1.0.19-rental,19,71,906,4-5,"V2S Infosystem is a global IT consulting and software services company, our key focus is to transform clients business ideas to reality. We tend to convey top quality service in The Indian subcontinent, America and Europe. Our hundred plus associates will be our most important possession which allows us to make sure to separate ourselves in a competitive sector. We are headquartered in New Delhi and have an operational centre in Noida, Uttar Pradesh.V2S Infosystem is specialized in B2B and B2C business opportunity to start your own Online Mobile Recharge Portal.You will directly manage recharges for prepaid and post-paid mobile, DTH and Data Card Bill Payments. Mobile Recharge Software, E-Commerce Software, Travel Portal, Real Estate Portal, CRM software and Mobile Recharge API. Company uses different languages such as PHP, ASP.Net, Java, and Open Source Word Press, Joomla development.",0.1428571428571428,0.131578947368421,0.1428571428571428,0.75098455,"V2S Infosystem is a global IT consulting and software services company, our key focus is to transform clients business ideas to reality. We are headquartered in New Delhi and have an operational centre in Noida, Uttar Pradesh. We tend to convey top quality service in The Indian subcontinent, America and"
com.nttbp.jfw,{},2.4285715,4,2023-03-31 17:43:11.224747,"★★Now 170,000 SPOT★★<br>Easy access for tourists to free Wi-Fi all over Japan<br><br>One-time registration!!<br>Save yourself the hassle of user registration for each new hotspot.<br><br>Connect with a single tap!!<br>Connect to free Wi-Fi easily at major train stations and airports, businesses like convenience and department stores, tourist spots, and many more locations.<br><br>Search for Wi-Fi hotspots!!<br>Use the offline map of major hotspots to search for Wi-Fi access.<br><br>Currently available in the following 16 languages:<br>English, Chinese (simplified), Chinese (traditional), Korean, Thai, Malay, Indonesian, French, Spanish, German, Italian, Russian, Tagalog, Portuguese, Vietnamese and Japanese.<br><br>[About Wi-Fi hotspots]<br>Usable areas  https://www.ntt-bp.net/jcfw/en.html<br><br>• This app is provided in cooperation with businesses offering Wi-Fi access to travelers visiting Japan.<br>* The coverage area is still expanding.<br><br>[Caution]<br>• Users are responsible for any 3G/LTE data fees incurred.<br>• Free Wi-Fi is provided through unencrypted wireless segments.","""Search"" for and ""Connect"" to Free Wi-Fi in Japan!",com.nttbp.jfw,1.48.0,64,50,1100,2-3,"Now 170,000 SPOTEasy access for tourists to free Wi-Fi all over JapanOne-time registration!!Save yourself the hassle of user registration for each new hotspot.Connect with a single tap!!Connect to free Wi-Fi easily at major train stations and airports, businesses like convenience and department stores, tourist spots, and many more locations.Search for Wi-Fi hotspots!!Use the offline map of major hotspots to search for Wi-Fi access.Currently available in the following 16 languages:English, Chinese (simplified), Chinese (traditional), Korean, Thai, Malay, Indonesian, French, Spanish, German, Italian, Russian, Tagalog, Portuguese, Vietnamese and Japanese.[About Wi-Fi hotspots]Usable areas  https://www.ntt-bp.net/jcfw/en.html• This app is provided in cooperation with businesses offering Wi-Fi access to travelers visiting Japan.* The coverage area is still expanding.[Caution]• Users are responsible for any 3G/LTE data fees incurred.• Free Wi-Fi is provided through unencrypted wireless segments.",0.1204819277108433,0.0609756097560975,0.0963855421686746,0.8104962,"Now 170,000 SPOTEasy access for tourists to free Wi-Fi all over JapanOne-time registration!!Save yourself the hassle of user registration for each new hotspot.Connect with a single tap!!Connect to single hotspot at any location in Japan.Search for hotspots!!Use the offline map"
io.iota.twitteranalytics,{},2.8,5,2020-11-29 00:37:50.488486,A Twitter analyzing mobile application for twitter users to explore Twitter.<br><br>Features:<br><br>- No Login required.<br>- Analyze a twitter account.<br>- Analyze twitter users&#39; tweets and activity.<br>- Hashtag Analysis.<br>-Bot Account detection.,A simple mobile application for twitter analysis.,io.iota.twitteranalytics,1.1.7,10107,49,256,2-3,A Twitter analyzing mobile application for twitter users to explore Twitter.Features:- No Login required.- Analyze a twitter account.- Analyze twitter users' tweets and activity.- Hashtag Analysis.-Bot Account detection.,0.3243243243243243,0.1714285714285714,0.3243243243243243,0.8157617,A Twitter analyzing mobile application for twitter users to explore Twitter.Features:- No Login required.- Analyze a twitter account..- Follow twitter users' tweets and activity.- Hashtag Analysis.-Bot Account detection.
com.olivendove.remobell,{},2.5544555,292,2024-04-13 17:08:22.691533,"At Remo+, we create easy and affordable ways for anyone to monitor activities around their home. We believe that security - reliable security - should be more accessible and easier to use.<br><br>• See who’s at your door in HD video and greet them through noise-cancelling mic &amp; speaker from anywhere you are using the Remo+ app<br><br>• Receive instant push notifications on your smart device every time motion is detected - rain or shine - with advanced motion sensors and night vision<br><br>• See what’s happening outside your door whenever you want with on demand live streaming  <br><br>• Add up to 5 devices per account and share access with up to 5 viewers<br><br>• Protect your privacy with our bank-level data security standard<br><br>• Review, save, and share videos captured by your Remo+ device with our cloud plan (free 30-day trial included)<br><br>• Lifetime Theft Guarantee: if your Remo+ device is stolen, we’ll replace it every time<br><br>If you have any questions or need assistance with your Remo+ device, please email support@remoplus.co or call 888-985-1849 (Mon to Fri 8:30 am – 5:30 pm EST)",Monitor every activity happening at your door & talk to visitors from anywhere.,com.olivendove.remobell,2.10.02,21002,79,1120,2-3,"At Remo+, we create easy and affordable ways for anyone to monitor activities around their home. We believe that security - reliable security - should be more accessible and easier to use.• See who’s at your door in HD video and greet them through noise-cancelling mic & speaker from anywhere you are using the Remo+ app• Receive instant push notifications on your smart device every time motion is detected - rain or shine - with advanced motion sensors and night vision• See what’s happening outside your door whenever you want with on demand live streaming  • Add up to 5 devices per account and share access with up to 5 viewers• Protect your privacy with our bank-level data security standard• Review, save, and share videos captured by your Remo+ device with our cloud plan (free 30-day trial included)• Lifetime Theft Guarantee: if your Remo+ device is stolen, we’ll replace it every timeIf you have any questions or need assistance with your Remo+ device, please email support@remoplus.co or call 888-985-1849 (Mon to Fri 8:30 am – 5:30 pm EST)",0.1025641025641025,0.0310880829015544,0.0717948717948717,0.44523308,"At Remo+, we create easy and affordable ways for anyone to monitor activities around their home. We believe that security - reliable security - should be more accessible and easier to use. With the Remo+ app, you’ll be able to see what’s happening outside your door in HD video"
com.kongregate.mobile.idlemovie.google,GAME,4.2156863,98,2021-08-05 10:00:13.223805,"Become a studio tycoon at Tap Tap Studios. Film new shows &amp; movies in this fun idle clicker game. Click your way to stardom and fortune! Train your showrunner and build a cinema empire. Hire celebrities and lead the development of projects from concept to pilot. Curtains up! It’s showtime at Tap Tap Studios.<br><br><b> Features </b><br>Build!<br>Create your own studio empire from pilot to production, one hit at a time.<br><br><br>Hire a Crew<br>Get in the action with the best crew &amp; assistants and start making movies like a pro!<br><br>Scout Locations<br>Unlock epic movie sets for your next project.<br><br>Action!<br>Film the next streaming hit show or movie using iconic Hollywood celebrities.<br><br>Make Money<br>Click your way to stardom and success.<br><br>-----<br><br><br>Lights, Camera, Action!<br><br>Tap Tap Studios is a free-to-play game but in-game items can be purchased with real currency.","Be a producer, take control of an idle movie studio and run a cinema empire!",com.kongregate.mobile.idlemovie.google,1.1,31,76,919,4-5,"Become a studio tycoon at Tap Tap Studios. Film new shows & movies in this fun idle clicker game. Click your way to stardom and fortune! Train your showrunner and build a cinema empire. Hire celebrities and lead the development of projects from concept to pilot. Curtains up! It’s showtime at Tap Tap Studios. Features Build!Create your own studio empire from pilot to production, one hit at a time.Hire a CrewGet in the action with the best crew & assistants and start making movies like a pro!Scout LocationsUnlock epic movie sets for your next project.Action!Film the next streaming hit show or movie using iconic Hollywood celebrities.Make MoneyClick your way to stardom and success.-----Lights, Camera, Action!Tap Tap Studios is a free-to-play game but in-game items can be purchased with real currency.",0.1290322580645161,0.0261437908496732,0.0774193548387096,0.5148137,Become a studio tycoon at Tap Tap Studios. Film new shows & movies in this fun idle clicker game. Hire celebrities and lead the development of projects from concept to pilot. Click your way to stardom and fortune! Train your showrunner and build a cinema empire. Curtains up!
com.moelyodev.ironspiderwallpaper,{},4.875,5,2022-01-18 00:37:48.260873,!!  Spider wallpaper man ultra 4k  is an offline wallpaper for mobile App contains a collection picture of spider wallpaper in high quality it will make your phone looks awesome  with those HD. <br><br>Feature:<br>+ Set as home screen or lock screen<br>+ Simple &amp; easy interface<br>+ Choose your size and crop it<br>+ Works offline<br>+ Free Wallpaper in HD quality<br>+ Auto Wallpaper changer<br><br>Download now spider wallpaper man ultra 4k now. And don’t forget give 5 star for support us.  Thank you,Spider wallpaper look amazing for your phone,com.moelyodev.ironspiderwallpaper,7.0,30,44,508,4-5,!!  Spider wallpaper man ultra 4k  is an offline wallpaper for mobile App contains a collection picture of spider wallpaper in high quality it will make your phone looks awesome  with those HD. Feature:+ Set as home screen or lock screen+ Simple & easy interface+ Choose your size and crop it+ Works offline+ Free Wallpaper in HD quality+ Auto Wallpaper changerDownload now spider wallpaper man ultra 4k now. And don’t forget give 5 star for support us.  Thank you,0.1411764705882353,0.0481927710843373,0.1176470588235294,0.7854766,!!  Spider wallpaper man ultra 4k  is an offline wallpaper for mobile App contains a collection picture of spider wallpaper in high quality it will make your phone looks awesome  with those HD. Feature:+ Set as home screen or lock screen+ Simple & easy interface+ Choose your size and crop it+ Works
us.receive.sms.online.verification,{},3.33,177,2022-03-11 22:17:19.844462,"No Registration. Receive SMS online FREE using our disposable/temporary numbers from USA, Canada, UK, Russia, Ukraine, Israel and other countries.<br><br>We have sms verification service<br><br>Everything is free, you can use free virtual mobile number for sms verification.",Receive SMS Online Verification to our temporary phone numbers,us.receive.sms.online.verification,5.0,500,62,274,3-4,"No Registration. Receive SMS online FREE using our disposable/temporary numbers from USA, Canada, UK, Russia, Ukraine, Israel and other countries.We have sms verification serviceEverything is free, you can use free virtual mobile number for sms verification.",0.2978723404255319,0.0888888888888888,0.2553191489361702,0.7585062,"No Registration. Receive SMS online FREE using our disposable/temporary numbers from USA, Canada, UK, Russia, Ukraine, Israel and other countries.We have sms verification serviceEverything is free, you can use free virtual mobile number for smsm verification."
com.semaigroup.semaix,{},4.75,16,2022-04-30 13:43:05.677208,"SeMAI is an app company. We create smart productivity app for palm oil plantation. We aim to help palm oil to digitize their field operation and increase their teams productivity. Our product &quot;SeMAI-X&quot; consists of freemium mobile and web apps. The mobile app dedicated to help field supervisor (or person in charge in the estate) in operational planning, monitoring &amp; controlling, covering Division (or Afdeling) level to Block area levels. SeMAI-X Mobile App is capable to operate both in offline (with no internet, no GSM coverage) and online modes. It is also equipped with AI smart assistant (for counting fresh fruit bunches, checking fruit ripeness, and voice-recognition feature). SeMAI-X web-based app is for user administration and overall data visualization dashboard, this web app is typically used by System Admin and Estate Management team.",SeMAI-X with AI help to digitize palm oil operation and increase productivity.,com.semaigroup.semaix,1.5.2,17,78,867,4-5,"SeMAI is an app company. We create smart productivity app for palm oil plantation. We aim to help palm oil to digitize their field operation and increase their teams productivity. Our product ""SeMAI-X"" consists of freemium mobile and web apps. The mobile app dedicated to help field supervisor (or person in charge in the estate) in operational planning, monitoring & controlling, covering Division (or Afdeling) level to Block area levels. SeMAI-X Mobile App is capable to operate both in offline (with no internet, no GSM coverage) and online modes. It is also equipped with AI smart assistant (for counting fresh fruit bunches, checking fruit ripeness, and voice-recognition feature). SeMAI-X web-based app is for user administration and overall data visualization dashboard, this web app is typically used by System Admin and Estate Management team.",0.1733333333333333,0.0810810810810811,0.1066666666666666,0.7136486,"SeMAI is an app company. We create smart productivity app for palm oil plantation. We aim to help palm oil to digitize their field operation and increase their teams productivity. SeMAI-X Mobile App is capable to operate both in offline (with no internet, no GSM coverage"
net.anttime.app,{},3.879747,4790,2025-03-15 11:07:59.979760,"◈ ANTTIME ◈<br>The first T2E(Time-to-Earn) project that will make your time valuable.<br>Download the ANTTIME app now and join the production activities with your ant friends!<br><br>■ APP Introduction<br>Everyone has a fair share of time, are you getting value out of it?<br>Through ANTTIME, simply convert your time into an asset with just a few clicks.<br>Your ants will eagerly engage in production activities on your behalf.<br><br>1. TIME-TO-EARN: Mine coins every hour with just a single click.<br>2. REFERRAL BOOST: More friends, more efficient TIME production.<br>3. TIME WALLET: Transfer TIME Points through TIME Blockchain.<br><br>■ ANTTIME Community<br>1. Twitter: https://twitter.com/ANTTIME_NET<br>2. Discord: https://discord.gg/KYbNg7Tnnx<br>3. Telegram: https://t.me/ANTTIME_NET<br>4. Linktree: https://linktr.ee/anttime<br><br>■ About ANTTIME<br>1. Website: https://anttime.net/<br>2. Whitepaper: https://whitepaper.anttime.net/<br><br>■ Customer Service<br>support@anttime.net",◈ ANTTIME ◈ The first T2E project that will make your time valuable.,net.anttime.app,1.17.2,155001,68,994,3-4," ANTTIME The first T2E(Time-to-Earn) project that will make your time valuable.Download the ANTTIME app now and join the production activities with your ant friends! APP IntroductionEveryone has a fair share of time, are you getting value out of it?Through ANTTIME, simply convert your time into an asset with just a few clicks.Your ants will eagerly engage in production activities on your behalf.1. TIME-TO-EARN: Mine coins every hour with just a single click.2. REFERRAL BOOST: More friends, more efficient TIME production.3. TIME WALLET: Transfer TIME Points through TIME Blockchain. ANTTIME Community1. Twitter: https://twitter.com/ANTTIME_NET2. Discord: https://discord.gg/KYbNg7Tnnx3. Telegram: https://t.me/ANTTIME_NET4. Linktree: https://linktr.ee/anttime About ANTTIME1. Website: https://anttime.net/2. Whitepaper: https://whitepaper.anttime.net/ Customer Servicesupport@anttime.net",0.1466666666666666,0.1216216216216216,0.1466666666666666,0.67903703,"1. ANTTIME The first T2E(Time-to-Earn) project that will make your time valuable.2. REFERRAL BOOST: More friends, more efficient TIME production.3. TIME WALLET: Transfer TIME Points through TIME Blockchain.4. TIME-TO-"
com.health.wellness,{},5.0,3,2020-06-07 21:00:23.747144,"Palm Bliss Wellness is a twenty-four hour a day live streaming  App that provides viewers the information they need to take a more active role in their health choices and stay on top of latest medical trends and discoveries as well as what’s new in health and wellness.<br><br>Each day the Health Channel broadcasts a combination of live and recorded programming.  The live programs invite viewers to dial into medical specialists who answer their pressing health-related questions – providing in-depth explanations on important topics that can make a difference in their lives.<br><br><br>Our Community covers: Health trends; Nutrition and exercise; Healthy living; Health care connections, yoga tips.<br><br>Within each subcategory are dozens of specific health conditions.<br><br>Palm Bliss Wellness presents carefully curated content that informs, empowers and inspires the people to live life to the fullest.<br><br>Palm Bliss Wellness is an App  which provide online resource for every age of human being  who want to live a healthier life. Our founder along with a team of researchers and medical advisors, analyze a wide variety of topics and summarize the information in a clear and usable way. Our goal is to present practical tips, yoga, healthy foods and meditation, Doctor Health suggestion and other information to make your life better.",Palm Bliss Wellness inspires the people to live life to the fullest.,com.health.wellness,1.8,8,68,1351,4-5,"Palm Bliss Wellness is a twenty-four hour a day live streaming  App that provides viewers the information they need to take a more active role in their health choices and stay on top of latest medical trends and discoveries as well as what’s new in health and wellness.Each day the Health Channel broadcasts a combination of live and recorded programming.  The live programs invite viewers to dial into medical specialists who answer their pressing health-related questions – providing in-depth explanations on important topics that can make a difference in their lives.Our Community covers: Health trends; Nutrition and exercise; Healthy living; Health care connections, yoga tips.Within each subcategory are dozens of specific health conditions.Palm Bliss Wellness presents carefully curated content that informs, empowers and inspires the people to live life to the fullest.Palm Bliss Wellness is an App  which provide online resource for every age of human being  who want to live a healthier life. Our founder along with a team of researchers and medical advisors, analyze a wide variety of topics and summarize the information in a clear and usable way. Our goal is to present practical tips, yoga, healthy foods and meditation, Doctor Health suggestion and other information to make your life better.",0.1071428571428571,0.09009009009009,0.1071428571428571,0.7090787,Palm Bliss Wellness is a twenty-four hour a day live streaming  App that provides viewers the information they need to take a more active role in their health choices and stay on top of latest medical trends and discoveries as well as what’s new in health and wellness.Each day the Health Channel
