repo_url,n_stars,n_issues,n_pulls,n_commits,n_forks,checkstyle_url,workflows
https://github.com/Sesu8642/FeudalTactics,80,35,1,560,20,https://github.com/Sesu8642/FeudalTactics/blob/master/checkstyle.xml,"{'total_count': 1, 'workflows': [{'id': 34016071, 'node_id': 'W_kwDOCxZeU84CBwtH', 'name': 'Build CI', 'path': '.github/workflows/build.yml', 'state': 'active', 'created_at': '2022-09-04T17:13:24.000+02:00', 'updated_at': '2022-09-04T17:13:24.000+02:00', 'url': 'https://api.github.com/repos/Sesu8642/FeudalTactics/actions/workflows/34016071', 'html_url': 'https://github.com/Sesu8642/FeudalTactics/blob/master/.github/workflows/build.yml', 'badge_url': 'https://github.com/Sesu8642/FeudalTactics/workflows/Build%20CI/badge.svg'}]}"
https://github.com/chsami/Microbot,80,6,2,17512,147,https://github.com/chsami/Microbot/blob/main/checkstyle.xml,"{'total_count': 5, 'workflows': [{'id': 66082686, 'node_id': 'W_kwDOKGi0Ws4D8Fd-', 'name': 'CI', 'path': '.github/workflows/CI.yml', 'state': 'active', 'created_at': '2023-08-13T09:34:08.000+02:00', 'updated_at': '2023-08-13T09:34:08.000+02:00', 'url': 'https://api.github.com/repos/chsami/Microbot/actions/workflows/66082686', 'html_url': 'https://github.com/chsami/Microbot/blob/main/.github/workflows/CI.yml', 'badge_url': 'https://github.com/chsami/Microbot/workflows/CI/badge.svg'}, {'id': 71363577, 'node_id': 'W_kwDOKGi0Ws4EQOv5', 'name': 'Manual Nightly release', 'path': '.github/workflows/manual_,nightly.yml', 'state': 'active', 'created_at': '2023-10-03T08:47:43.000+02:00', 'updated_at': '2023-10-03T08:48:26.000+02:00', 'url': 'https://api.github.com/repos/chsami/Microbot/actions/workflows/71363577', 'html_url': 'https://github.com/chsami/Microbot/blob/main/.github/workflows/manual_,nightly.yml', 'badge_url': 'https://github.com/chsami/Microbot/workflows/Manual%20Nightly%20release/badge.svg'}, {'id': 70233189, 'node_id': 'W_kwDOKGi0Ws4EL6xl', 'name': 'Nightly release', 'path': '.github/workflows/nightly.yml', 'state': 'active', 'created_at': '2023-09-22T06:20:05.000+02:00', 'updated_at': '2024-04-20T02:31:24.000+02:00', 'url': 'https://api.github.com/repos/chsami/Microbot/actions/workflows/70233189', 'html_url': 'https://github.com/chsami/Microbot/blob/main/.github/workflows/nightly.yml', 'badge_url': 'https://github.com/chsami/Microbot/workflows/Nightly%20release/badge.svg'}, {'id': 70575007, 'node_id': 'W_kwDOKGi0Ws4ENOOf', 'name': 'Release', 'path': '.github/workflows/release.yml', 'state': 'active', 'created_at': '2023-09-25T19:48:53.000+02:00', 'updated_at': '2023-09-25T19:48:53.000+02:00', 'url': 'https://api.github.com/repos/chsami/Microbot/actions/workflows/70575007', 'html_url': 'https://github.com/chsami/Microbot/blob/main/.github/workflows/release.yml', 'badge_url': 'https://github.com/chsami/Microbot/workflows/Release/badge.svg'}, {'id': 66082890, 'node_id': 'W_kwDOKGi0Ws4D8FhK', 'name': 'pages-build-deployment', 'path': 'dynamic/pages/pages-build-deployment', 'state': 'active', 'created_at': '2023-08-13T09:37:45.000+02:00', 'updated_at': '2023-08-13T09:37:45.000+02:00', 'url': 'https://api.github.com/repos/chsami/Microbot/actions/workflows/66082890', 'html_url': 'https://github.com/chsami/Microbot/actions/workflows/pages/pages-build-deployment', 'badge_url': 'https://github.com/chsami/Microbot/actions/workflows/pages/pages-build-deployment/badge.svg'}]}"
https://github.com/confluentinc/kafka-streams-examples,79,31,14,11060,1149,https://github.com/confluentinc/kafka-streams-examples/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/sfPlayer1/Matcher,79,10,4,154,42,https://github.com/sfPlayer1/Matcher/blob/master/checkstyle.xml,"{'total_count': 1, 'workflows': [{'id': 72206111, 'node_id': 'W_kwDOBRZ39s4ETccf', 'name': 'Build', 'path': '.github/workflows/build.yaml', 'state': 'active', 'created_at': '2023-10-10T19:42:54.000+02:00', 'updated_at': '2023-10-10T19:42:54.000+02:00', 'url': 'https://api.github.com/repos/sfPlayer1/Matcher/actions/workflows/72206111', 'html_url': 'https://github.com/sfPlayer1/Matcher/blob/master/.github/workflows/build.yaml', 'badge_url': 'https://github.com/sfPlayer1/Matcher/workflows/Build/badge.svg'}]}"
https://github.com/WasiqB/coteafs-selenium,79,8,2,159,35,https://github.com/WasiqB/coteafs-selenium/blob/master/checkstyle.xml,"{'total_count': 4, 'workflows': [{'id': 12049819, 'node_id': 'MDg6V29ya2Zsb3cxMjA0OTgxOQ==', 'name': 'CodeQL', 'path': '.github/workflows/codeql-analysis.yml', 'state': 'disabled_inactivity', 'created_at': '2021-08-09T18:51:15.000+02:00', 'updated_at': '2022-07-27T23:07:41.000+02:00', 'url': 'https://api.github.com/repos/WasiqB/coteafs-selenium/actions/workflows/12049819', 'html_url': 'https://github.com/WasiqB/coteafs-selenium/blob/master/.github/workflows/codeql-analysis.yml', 'badge_url': 'https://github.com/WasiqB/coteafs-selenium/workflows/CodeQL/badge.svg'}, {'id': 12471371, 'node_id': 'MDg6V29ya2Zsb3cxMjQ3MTM3MQ==', 'name': 'Deploy Release to GitHub and Maven Central', 'path': '.github/workflows/publish.yml', 'state': 'active', 'created_at': '2021-08-24T06:54:35.000+02:00', 'updated_at': '2021-08-24T06:54:35.000+02:00', 'url': 'https://api.github.com/repos/WasiqB/coteafs-selenium/actions/workflows/12471371', 'html_url': 'https://github.com/WasiqB/coteafs-selenium/blob/master/.github/workflows/publish.yml', 'badge_url': 'https://github.com/WasiqB/coteafs-selenium/workflows/Deploy%20Release%20to%20GitHub%20and%20Maven%20Central/badge.svg'}, {'id': 12471372, 'node_id': 'MDg6V29ya2Zsb3cxMjQ3MTM3Mg==', 'name': 'Mark stale issues and pull requests', 'path': '.github/workflows/stale.yml', 'state': 'disabled_inactivity', 'created_at': '2021-08-24T06:54:35.000+02:00', 'updated_at': '2021-10-28T02:28:34.000+02:00', 'url': 'https://api.github.com/repos/WasiqB/coteafs-selenium/actions/workflows/12471372', 'html_url': 'https://github.com/WasiqB/coteafs-selenium/blob/master/.github/workflows/stale.yml', 'badge_url': 'https://github.com/WasiqB/coteafs-selenium/workflows/Mark%20stale%20issues%20and%20pull%20requests/badge.svg'}, {'id': 12049820, 'node_id': 'MDg6V29ya2Zsb3cxMjA0OTgyMA==', 'name': 'Test coteafs-selenium project', 'path': '.github/workflows/test.yml', 'state': 'active', 'created_at': '2021-08-09T18:51:15.000+02:00', 'updated_at': '2022-01-07T16:46:17.000+01:00', 'url': 'https://api.github.com/repos/WasiqB/coteafs-selenium/actions/workflows/12049820', 'html_url': 'https://github.com/WasiqB/coteafs-selenium/blob/master/.github/workflows/test.yml', 'badge_url': 'https://github.com/WasiqB/coteafs-selenium/workflows/Test%20coteafs-selenium%20project/badge.svg'}]}"
https://github.com/openshift/openshift-restclient-java,78,0,0,1173,112,https://github.com/openshift/openshift-restclient-java/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/sputnikdev/bluetooth-gatt-parser,78,7,3,141,36,https://github.com/sputnikdev/bluetooth-gatt-parser/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/DoublesunRUS/ru.capralow.dt.unit,77,10,0,303,15,https://github.com/DoublesunRUS/ru.capralow.dt.unit/blob/master/checkstyle.xml,"{'total_count': 2, 'workflows': [{'id': 8181611, 'node_id': 'MDg6V29ya2Zsb3c4MTgxNjEx', 'name': 'CI', 'path': '.github/workflows/ci-build.yml', 'state': 'active', 'created_at': '2021-04-16T19:18:20.000+02:00', 'updated_at': '2021-04-22T09:27:07.000+02:00', 'url': 'https://api.github.com/repos/DoublesunRUS/ru.capralow.dt.unit/actions/workflows/8181611', 'html_url': 'https://github.com/DoublesunRUS/ru.capralow.dt.unit/blob/master/.github/workflows/ci-build.yml', 'badge_url': 'https://github.com/DoublesunRUS/ru.capralow.dt.unit/workflows/CI/badge.svg'}, {'id': 8181612, 'node_id': 'MDg6V29ya2Zsb3c4MTgxNjEy', 'name': 'Build and upload Release Asset', 'path': '.github/workflows/release.yml', 'state': 'active', 'created_at': '2021-04-16T19:18:20.000+02:00', 'updated_at': '2021-04-22T09:27:07.000+02:00', 'url': 'https://api.github.com/repos/DoublesunRUS/ru.capralow.dt.unit/actions/workflows/8181612', 'html_url': 'https://github.com/DoublesunRUS/ru.capralow.dt.unit/blob/master/.github/workflows/release.yml', 'badge_url': 'https://github.com/DoublesunRUS/ru.capralow.dt.unit/workflows/Build%20and%20upload%20Release%20Asset/badge.svg'}]}"
https://github.com/0xZhangKe/Glide-note,77,0,0,16,12,https://github.com/0xZhangKe/Glide-note/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/fintrace/tspl2-driver,77,13,5,219,15,https://github.com/fintrace/tspl2-driver/blob/master/checkstyle.xml,"{'total_count': 4, 'workflows': [{'id': 13065018, 'node_id': 'W_kwDOB0FEg84Ax1s6', 'name': 'Build & Test', 'path': '.github/workflows/build.yml', 'state': 'active', 'created_at': '2021-09-11T17:01:32.000+02:00', 'updated_at': '2021-09-11T17:01:32.000+02:00', 'url': 'https://api.github.com/repos/fintrace/tspl2-driver/actions/workflows/13065018', 'html_url': 'https://github.com/fintrace/tspl2-driver/blob/master/.github/workflows/build.yml', 'badge_url': 'https://github.com/fintrace/tspl2-driver/workflows/Build%20&%20Test/badge.svg'}, {'id': 13064807, 'node_id': 'W_kwDOB0FEg84Ax1pn', 'name': 'Publish package to the Maven Central Repository', 'path': '.github/workflows/release.yml', 'state': 'active', 'created_at': '2021-09-11T16:51:27.000+02:00', 'updated_at': '2021-09-11T19:04:25.000+02:00', 'url': 'https://api.github.com/repos/fintrace/tspl2-driver/actions/workflows/13064807', 'html_url': 'https://github.com/fintrace/tspl2-driver/blob/master/.github/workflows/release.yml', 'badge_url': 'https://github.com/fintrace/tspl2-driver/workflows/Publish%20package%20to%20the%20Maven%20Central%20Repository/badge.svg'}, {'id': 134296987, 'node_id': 'W_kwDOB0FEg84IATWb', 'name': 'Dependabot Updates', 'path': 'dynamic/dependabot/dependabot-updates', 'state': 'active', 'created_at': '2024-12-19T23:33:18.000+01:00', 'updated_at': '2024-12-19T23:33:18.000+01:00', 'url': 'https://api.github.com/repos/fintrace/tspl2-driver/actions/workflows/134296987', 'html_url': 'https://github.com/fintrace/tspl2-driver/actions/workflows/dependabot/dependabot-updates', 'badge_url': 'https://github.com/fintrace/tspl2-driver/actions/workflows/dependabot/dependabot-updates/badge.svg'}, {'id': 19321604, 'node_id': 'W_kwDOB0FEg84BJtME', 'name': 'pages-build-deployment', 'path': 'dynamic/pages/pages-build-deployment', 'state': 'active', 'created_at': '2022-02-05T10:48:58.000+01:00', 'updated_at': '2022-02-05T10:48:58.000+01:00', 'url': 'https://api.github.com/repos/fintrace/tspl2-driver/actions/workflows/19321604', 'html_url': 'https://github.com/fintrace/tspl2-driver/actions/workflows/pages/pages-build-deployment', 'badge_url': 'https://github.com/fintrace/tspl2-driver/actions/workflows/pages/pages-build-deployment/badge.svg'}]}"
https://github.com/jeppeman/HighLite,77,0,0,178,5,https://github.com/jeppeman/HighLite/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/kaoto-archive/kaoto-backend,75,64,10,1050,32,https://github.com/kaoto-archive/kaoto-backend/blob/main/checkstyle.xml,"{'total_count': 9, 'workflows': [{'id': 10621750, 'node_id': 'MDg6V29ya2Zsb3cxMDYyMTc1MA==', 'name': '🧐 Analyze code', 'path': '.github/workflows/analysis.yml', 'state': 'active', 'created_at': '2021-06-21T12:02:03.000+02:00', 'updated_at': '2023-06-22T13:45:56.000+02:00', 'url': 'https://api.github.com/repos/kaoto-archive/kaoto-backend/actions/workflows/10621750', 'html_url': 'https://github.com/kaoto-archive/kaoto-backend/blob/main/.github/workflows/analysis.yml', 'badge_url': 'https://github.com/kaoto-archive/kaoto-backend/workflows/%F0%9F%A7%90%20Analyze%20code/badge.svg'}, {'id': 14633071, 'node_id': 'W_kwDOFoly3s4A30hv', 'name': '🪄 Update epics 🪄', 'path': '.github/workflows/epic-issues-management.yml', 'state': 'active', 'created_at': '2021-10-27T14:54:46.000+02:00', 'updated_at': '2023-06-22T18:48:48.000+02:00', 'url': 'https://api.github.com/repos/kaoto-archive/kaoto-backend/actions/workflows/14633071', 'html_url': 'https://github.com/kaoto-archive/kaoto-backend/blob/main/.github/workflows/epic-issues-management.yml', 'badge_url': 'https://github.com/kaoto-archive/kaoto-backend/workflows/%F0%9F%AA%84%20Update%20epics%20%F0%9F%AA%84/badge.svg'}, {'id': 15555286, 'node_id': 'W_kwDOFoly3s4A7VrW', 'name': '🧐 Generate Docker image 🎁', 'path': '.github/workflows/generate-docker-image.yml', 'state': 'active', 'created_at': '2021-11-23T10:30:51.000+01:00', 'updated_at': '2023-07-26T12:38:38.000+02:00', 'url': 'https://api.github.com/repos/kaoto-archive/kaoto-backend/actions/workflows/15555286', 'html_url': 'https://github.com/kaoto-archive/kaoto-backend/blob/main/.github/workflows/generate-docker-image.yml', 'badge_url': 'https://github.com/kaoto-archive/kaoto-backend/workflows/%F0%9F%A7%90%20Generate%20Docker%20image%20%F0%9F%8E%81/badge.svg'}, {'id': 40655642, 'node_id': 'W_kwDOFoly3s4CbFsa', 'name': '🏷 Generate Draft Release', 'path': '.github/workflows/generate-draft-release.yml', 'state': 'active', 'created_at': '2022-11-16T10:40:36.000+01:00', 'updated_at': '2023-06-15T13:19:19.000+02:00', 'url': 'https://api.github.com/repos/kaoto-archive/kaoto-backend/actions/workflows/40655642', 'html_url': 'https://github.com/kaoto-archive/kaoto-backend/blob/main/.github/workflows/generate-draft-release.yml', 'badge_url': 'https://github.com/kaoto-archive/kaoto-backend/workflows/%F0%9F%8F%B7%20Generate%20Draft%20Release/badge.svg'}, {'id': 38490371, 'node_id': 'W_kwDOFoly3s4CS1ED', 'name': '👩\u200d💻 Publish Executables 👩\u200d💻', 'path': '.github/workflows/publish-release.yml', 'state': 'active', 'created_at': '2022-10-25T17:24:36.000+02:00', 'updated_at': '2023-06-21T11:33:32.000+02:00', 'url': 'https://api.github.com/repos/kaoto-archive/kaoto-backend/actions/workflows/38490371', 'html_url': 'https://github.com/kaoto-archive/kaoto-backend/blob/main/.github/workflows/publish-release.yml', 'badge_url': 'https://github.com/kaoto-archive/kaoto-backend/workflows/%F0%9F%91%A9%E2%80%8D%F0%9F%92%BB%20Publish%20Executables%20%F0%9F%91%A9%E2%80%8D%F0%9F%92%BB/badge.svg'}, {'id': 64319592, 'node_id': 'W_kwDOFoly3s4D1XBo', 'name': 'Publish Standalone Release', 'path': '.github/workflows/publish-standalone-release.yml', 'state': 'active', 'created_at': '2023-07-26T13:42:12.000+02:00', 'updated_at': '2023-07-26T13:42:12.000+02:00', 'url': 'https://api.github.com/repos/kaoto-archive/kaoto-backend/actions/workflows/64319592', 'html_url': 'https://github.com/kaoto-archive/kaoto-backend/blob/main/.github/workflows/publish-standalone-release.yml', 'badge_url': 'https://github.com/kaoto-archive/kaoto-backend/workflows/Publish%20Standalone%20Release/badge.svg'}, {'id': 10621751, 'node_id': 'MDg6V29ya2Zsb3cxMDYyMTc1MQ==', 'name': '🤓 Documentation 🤓', 'path': '.github/workflows/publish_docs.yml', 'state': 'active', 'created_at': '2021-06-21T12:02:03.000+02:00', 'updated_at': '2023-06-22T11:27:02.000+02:00', 'url': 'https://api.github.com/repos/kaoto-archive/kaoto-backend/actions/workflows/10621751', 'html_url': 'https://github.com/kaoto-archive/kaoto-backend/blob/main/.github/workflows/publish_docs.yml', 'badge_url': 'https://github.com/kaoto-archive/kaoto-backend/workflows/%F0%9F%A4%93%20Documentation%20%F0%9F%A4%93/badge.svg'}, {'id': 14633722, 'node_id': 'W_kwDOFoly3s4A30r6', 'name': '✨ Add epics to Roadmap ✨', 'path': '.github/workflows/roadmap-add-epics.yml', 'state': 'active', 'created_at': '2021-10-27T15:12:31.000+02:00', 'updated_at': '2023-06-22T18:48:48.000+02:00', 'url': 'https://api.github.com/repos/kaoto-archive/kaoto-backend/actions/workflows/14633722', 'html_url': 'https://github.com/kaoto-archive/kaoto-backend/blob/main/.github/workflows/roadmap-add-epics.yml', 'badge_url': 'https://github.com/kaoto-archive/kaoto-backend/workflows/%E2%9C%A8%20Add%20epics%20to%20Roadmap%20%E2%9C%A8/badge.svg'}, {'id': 64319593, 'node_id': 'W_kwDOFoly3s4D1XBp', 'name': 'Standalone Build And Push', 'path': '.github/workflows/standalone-build-and-push.yml', 'state': 'active', 'created_at': '2023-07-26T13:42:12.000+02:00', 'updated_at': '2023-07-26T13:42:12.000+02:00', 'url': 'https://api.github.com/repos/kaoto-archive/kaoto-backend/actions/workflows/64319593', 'html_url': 'https://github.com/kaoto-archive/kaoto-backend/blob/main/.github/workflows/standalone-build-and-push.yml', 'badge_url': 'https://github.com/kaoto-archive/kaoto-backend/workflows/Standalone%20Build%20And%20Push/badge.svg'}]}"
https://github.com/CourseOrchestra/celesta,75,6,2,2357,17,https://github.com/CourseOrchestra/celesta/blob/dev/checkstyle.xml,"{'total_count': 4, 'workflows': [{'id': 53550651, 'node_id': 'W_kwDOBrBrZM4DMR47', 'name': 'build', 'path': '.github/workflows/docs.yml', 'state': 'active', 'created_at': '2023-04-06T17:00:47.000+02:00', 'updated_at': '2023-04-08T11:34:13.000+02:00', 'url': 'https://api.github.com/repos/CourseOrchestra/celesta/actions/workflows/53550651', 'html_url': 'https://github.com/CourseOrchestra/celesta/blob/dev/.github/workflows/docs.yml', 'badge_url': 'https://github.com/CourseOrchestra/celesta/workflows/build/badge.svg'}, {'id': 53550652, 'node_id': 'W_kwDOBrBrZM4DMR48', 'name': 'build', 'path': '.github/workflows/main.yml', 'state': 'active', 'created_at': '2023-04-06T17:00:47.000+02:00', 'updated_at': '2023-04-08T11:34:13.000+02:00', 'url': 'https://api.github.com/repos/CourseOrchestra/celesta/actions/workflows/53550652', 'html_url': 'https://github.com/CourseOrchestra/celesta/blob/dev/.github/workflows/main.yml', 'badge_url': 'https://github.com/CourseOrchestra/celesta/workflows/build/badge.svg'}, {'id': 106987253, 'node_id': 'W_kwDOBrBrZM4GYH71', 'name': 'Dependabot Updates', 'path': 'dynamic/dependabot/dependabot-updates', 'state': 'active', 'created_at': '2024-07-13T00:01:46.000+02:00', 'updated_at': '2024-07-13T00:01:46.000+02:00', 'url': 'https://api.github.com/repos/CourseOrchestra/celesta/actions/workflows/106987253', 'html_url': 'https://github.com/CourseOrchestra/celesta/actions/workflows/dependabot/dependabot-updates', 'badge_url': 'https://github.com/CourseOrchestra/celesta/actions/workflows/dependabot/dependabot-updates/badge.svg'}, {'id': 16621840, 'node_id': 'W_kwDOBrBrZM4A_aEQ', 'name': 'pages-build-deployment', 'path': 'dynamic/pages/pages-build-deployment', 'state': 'active', 'created_at': '2021-12-20T17:48:40.000+01:00', 'updated_at': '2021-12-20T17:48:40.000+01:00', 'url': 'https://api.github.com/repos/CourseOrchestra/celesta/actions/workflows/16621840', 'html_url': 'https://github.com/CourseOrchestra/celesta/actions/workflows/pages/pages-build-deployment', 'badge_url': 'https://github.com/CourseOrchestra/celesta/actions/workflows/pages/pages-build-deployment/badge.svg'}]}"
https://github.com/tumblr/PermissMe,75,0,0,46,11,https://github.com/tumblr/PermissMe/blob/master/checkstyle.xml,"{'total_count': 1, 'workflows': [{'id': 41963940, 'node_id': 'W_kwDOA-SLFc4CgFGk', 'name': 'Validate Gradle Wrapper', 'path': '.github/workflows/gradle-wrapper-validation.yml', 'state': 'active', 'created_at': '2022-12-01T13:00:42.000+01:00', 'updated_at': '2022-12-01T13:38:59.000+01:00', 'url': 'https://api.github.com/repos/tumblr/PermissMe/actions/workflows/41963940', 'html_url': 'https://github.com/tumblr/PermissMe/blob/master/.github/workflows/gradle-wrapper-validation.yml', 'badge_url': 'https://github.com/tumblr/PermissMe/workflows/Validate%20Gradle%20Wrapper/badge.svg'}]}"
https://github.com/contentful/contentful.java,74,15,2,782,49,https://github.com/contentful/contentful.java/blob/master/checkstyle.xml,"{'total_count': 1, 'workflows': [{'id': 120733465, 'node_id': 'W_kwDOAVOXY84HMj8Z', 'name': 'Dependabot Updates', 'path': 'dynamic/dependabot/dependabot-updates', 'state': 'active', 'created_at': '2024-10-03T20:42:39.000+02:00', 'updated_at': '2024-10-03T20:42:39.000+02:00', 'url': 'https://api.github.com/repos/contentful/contentful.java/actions/workflows/120733465', 'html_url': 'https://github.com/contentful/contentful.java/actions/workflows/dependabot/dependabot-updates', 'badge_url': 'https://github.com/contentful/contentful.java/actions/workflows/dependabot/dependabot-updates/badge.svg'}]}"
https://github.com/aws-samples/i-love-my-local-farmer,73,3,3,170,26,https://github.com/aws-samples/i-love-my-local-farmer/blob/main/checkstyle.xml,"{'total_count': 5, 'workflows': [{'id': 9149714, 'node_id': 'MDg6V29ya2Zsb3c5MTQ5NzE0', 'name': 'ClientConn Pull Request Action', 'path': '.github/workflows/pr-client-conn.yml', 'state': 'active', 'created_at': '2021-05-18T10:15:50.000+02:00', 'updated_at': '2021-05-19T18:47:05.000+02:00', 'url': 'https://api.github.com/repos/aws-samples/i-love-my-local-farmer/actions/workflows/9149714', 'html_url': 'https://github.com/aws-samples/i-love-my-local-farmer/blob/main/.github/workflows/pr-client-conn.yml', 'badge_url': 'https://github.com/aws-samples/i-love-my-local-farmer/workflows/ClientConn%20Pull%20Request%20Action/badge.svg'}, {'id': 9191871, 'node_id': 'MDg6V29ya2Zsb3c5MTkxODcx', 'name': 'SiteToSiteConn Pull Request Action', 'path': '.github/workflows/pr-base-infra.yml', 'state': 'active', 'created_at': '2021-05-19T13:33:23.000+02:00', 'updated_at': '2021-05-19T13:33:23.000+02:00', 'url': 'https://api.github.com/repos/aws-samples/i-love-my-local-farmer/actions/workflows/9191871', 'html_url': 'https://github.com/aws-samples/i-love-my-local-farmer/blob/main/.github/workflows/pr-base-infra.yml', 'badge_url': 'https://github.com/aws-samples/i-love-my-local-farmer/workflows/SiteToSiteConn%20Pull%20Request%20Action/badge.svg'}, {'id': 9192832, 'node_id': 'MDg6V29ya2Zsb3c5MTkyODMy', 'name': 'Secrets Scan Action', 'path': '.github/workflows/pr-secrets-scan.yml', 'state': 'active', 'created_at': '2021-05-19T13:59:08.000+02:00', 'updated_at': '2021-05-19T13:59:08.000+02:00', 'url': 'https://api.github.com/repos/aws-samples/i-love-my-local-farmer/actions/workflows/9192832', 'html_url': 'https://github.com/aws-samples/i-love-my-local-farmer/blob/main/.github/workflows/pr-secrets-scan.yml', 'badge_url': 'https://github.com/aws-samples/i-love-my-local-farmer/workflows/Secrets%20Scan%20Action/badge.svg'}, {'id': 117396634, 'node_id': 'W_kwDOFfF9Kc4G_1Sa', 'name': 'Dependabot Updates', 'path': 'dynamic/dependabot/dependabot-updates', 'state': 'active', 'created_at': '2024-09-13T21:33:17.000+02:00', 'updated_at': '2024-09-13T21:33:17.000+02:00', 'url': 'https://api.github.com/repos/aws-samples/i-love-my-local-farmer/actions/workflows/117396634', 'html_url': 'https://github.com/aws-samples/i-love-my-local-farmer/actions/workflows/dependabot/dependabot-updates', 'badge_url': 'https://github.com/aws-samples/i-love-my-local-farmer/actions/workflows/dependabot/dependabot-updates/badge.svg'}, {'id': 9191873, 'node_id': 'MDg6V29ya2Zsb3c5MTkxODcz', 'name': 'Slack Notification', 'path': '.github/workflows/pr-slack-notification.yml', 'state': 'disabled_manually', 'created_at': '2021-05-19T13:33:23.000+02:00', 'updated_at': '2022-09-06T09:42:24.000+02:00', 'url': 'https://api.github.com/repos/aws-samples/i-love-my-local-farmer/actions/workflows/9191873', 'html_url': 'https://github.com/aws-samples/i-love-my-local-farmer/blob/main/.github/workflows/pr-slack-notification.yml', 'badge_url': 'https://github.com/aws-samples/i-love-my-local-farmer/workflows/Slack%20Notification/badge.svg'}]}"
https://github.com/HL7/fhir-ig-publisher,73,176,3,3654,57,https://github.com/HL7/fhir-ig-publisher/blob/master/checkstyle.xml,"{'total_count': 5, 'workflows': [{'id': 19742037, 'node_id': 'W_kwDOCqfGNc4BLT1V', 'name': 'BIDI CHECK', 'path': '.github/workflows/bidi-checker.yml', 'state': 'active', 'created_at': '2022-02-11T17:12:15.000+01:00', 'updated_at': '2022-02-11T17:12:15.000+01:00', 'url': 'https://api.github.com/repos/HL7/fhir-ig-publisher/actions/workflows/19742037', 'html_url': 'https://github.com/HL7/fhir-ig-publisher/blob/master/.github/workflows/bidi-checker.yml', 'badge_url': 'https://github.com/HL7/fhir-ig-publisher/workflows/BIDI%20CHECK/badge.svg'}, {'id': 59741003, 'node_id': 'W_kwDOCqfGNc4Dj5NL', 'name': 'CodeQL', 'path': '.github/workflows/codeql.yml', 'state': 'active', 'created_at': '2023-06-09T15:34:43.000+02:00', 'updated_at': '2023-06-09T15:52:28.000+02:00', 'url': 'https://api.github.com/repos/HL7/fhir-ig-publisher/actions/workflows/59741003', 'html_url': 'https://github.com/HL7/fhir-ig-publisher/blob/master/.github/workflows/codeql.yml', 'badge_url': 'https://github.com/HL7/fhir-ig-publisher/workflows/CodeQL/badge.svg'}, {'id': 67146089, 'node_id': 'W_kwDOCqfGNc4EAJFp', 'name': 'OWASP Security Scans', 'path': '.github/workflows/owasp.yml', 'state': 'active', 'created_at': '2023-08-24T00:10:04.000+02:00', 'updated_at': '2023-08-24T04:28:18.000+02:00', 'url': 'https://api.github.com/repos/HL7/fhir-ig-publisher/actions/workflows/67146089', 'html_url': 'https://github.com/HL7/fhir-ig-publisher/blob/master/.github/workflows/owasp.yml', 'badge_url': 'https://github.com/HL7/fhir-ig-publisher/workflows/OWASP%20Security%20Scans/badge.svg'}, {'id': 59636400, 'node_id': 'W_kwDOCqfGNc4Djfqw', 'name': 'Trivy Security Scans', 'path': '.github/workflows/trivy.yml', 'state': 'active', 'created_at': '2023-06-08T16:38:46.000+02:00', 'updated_at': '2023-06-08T16:38:46.000+02:00', 'url': 'https://api.github.com/repos/HL7/fhir-ig-publisher/actions/workflows/59636400', 'html_url': 'https://github.com/HL7/fhir-ig-publisher/blob/master/.github/workflows/trivy.yml', 'badge_url': 'https://github.com/HL7/fhir-ig-publisher/workflows/Trivy%20Security%20Scans/badge.svg'}, {'id': 133184565, 'node_id': 'W_kwDOCqfGNc4H8Dw1', 'name': 'Dependabot Updates', 'path': 'dynamic/dependabot/dependabot-updates', 'state': 'active', 'created_at': '2024-12-13T21:36:17.000+01:00', 'updated_at': '2024-12-13T21:36:17.000+01:00', 'url': 'https://api.github.com/repos/HL7/fhir-ig-publisher/actions/workflows/133184565', 'html_url': 'https://github.com/HL7/fhir-ig-publisher/actions/workflows/dependabot/dependabot-updates', 'badge_url': 'https://github.com/HL7/fhir-ig-publisher/actions/workflows/dependabot/dependabot-updates/badge.svg'}]}"
https://github.com/pwittchen/kirai,73,0,0,145,11,https://github.com/pwittchen/kirai/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/PreferredAI/venom,73,1,1,151,5,https://github.com/PreferredAI/venom/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/Judge-Girl/Judge-Girl,72,34,1,270,11,https://github.com/Judge-Girl/Judge-Girl/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
https://github.com/jawg/osm-contributor,72,41,1,580,25,https://github.com/jawg/osm-contributor/blob/master/checkstyle.xml,"{'total_count': 0, 'workflows': []}"
